ITER,NUM_THREADS,DEFAULT_TICKS_PER_SLOT,RECV_BATCH_MAX_CPU,ITER_BATCH_SIZE,DEFAULT_HASHES_PER_SECOND,DEFAULT_TICKS_PER_SECOND,AVERAGE_TPS_BENCH1,AVERAGE_DROPRATE_BENCH1,REAL_TIME_RATE_BENCH1,USER_TIME_RATE_BENCH1,SYS_TIME_RATE_BENCH1
0,3.0,60.0,946.0,953.0,1932161.0,140.0,26.432535,0.0,14518,205,62
0,3.0,53.0,895.0,916.0,1724121.0,168.0,24.092705,0.0,15190,154,123
0,3.0,63.0,1090.0,862.0,1832663.0,155.0,26.599785,0.0,14226,208,59
0,3.0,69.0,934.0,1109.0,2001508.0,144.0,22.953028,0.0,15732,235,48
0,3.0,69.0,1099.0,1133.0,1811558.0,181.0,23.66442,0.0,15528,285,35
0,3.0,72.0,1139.0,1123.0,1847739.0,136.0,22.666037,0.0,15730,237,55
0,3.0,55.0,942.0,894.0,2170352.0,182.0,23.805841,0.0,15193,118,175
0,3.0,62.0,1136.0,1043.0,1727136.0,148.0,20.61301,0.17,14443,219,57
0,3.0,65.0,1096.0,1112.0,2110050.0,170.0,23.522337,0.0,15238,211,87
0,3.0,56.0,880.0,1118.0,2257789.0,182.0,23.949306,0.0,15248,199,70
0,3.0,63.0,1010.0,1058.0,1838693.0,147.0,23.236237,0.0,15268,195,100
0,3.0,55.0,1043.0,904.0,1877889.0,157.0,23.8051,0.0,15480,197,90
0,3.0,61.0,898.0,975.0,1814573.0,170.0,23.668982,0.0,15531,281,3
0,3.0,67.0,922.0,1117.0,2182412.0,168.0,23.241013,0.0,15430,216,69
0,3.0,68.0,1002.0,876.0,2085930.0,150.0,23.093214,0.0,15466,189,91
0,3.0,65.0,981.0,945.0,1760302.0,175.0,23.808907,0.0,15433,225,61
0,3.0,57.0,928.0,1054.0,2064824.0,166.0,26.771544,0.0,14455,193,62
0,3.0,58.0,873.0,859.0,1977387.0,181.0,23.807072,0.0,15190,172,105
0,3.0,58.0,1103.0,855.0,2242714.0,154.0,23.662832,0.0,15489,199,70
0,3.0,60.0,953.0,1022.0,1983417.0,142.0,23.089893,0.0,15430,196,90
0,3.0,59.0,879.0,1111.0,1986432.0,154.0,23.231606,0.0,15469,217,74
0,3.0,68.0,1038.0,1008.0,2107035.0,181.0,23.66272,0.0,15460,205,64
0,3.0,69.0,1145.0,925.0,1844724.0,141.0,22.811832,0.0,15409,202,66
0,3.0,66.0,1001.0,853.0,1733166.0,147.0,23.096024,0.0,15493,188,96
0,3.0,59.0,1032.0,995.0,1700000.0,175.0,23.664429,0.0,15195,139,141
0,3.0,61.0,1026.0,1057.0,2055779.0,144.0,23.23354,0.0,15178,222,65
0,3.0,71.0,972.0,1007.0,2007538.0,145.0,22.949383,0.0,15711,216,84
0,3.0,70.0,915.0,1135.0,2296985.0,169.0,23.378922,0.0,15469,196,91
0,3.0,62.0,1034.0,1091.0,2287940.0,162.0,23.226994,0.0,15476,187,96
0,3.0,63.0,1044.0,1035.0,2254774.0,161.0,23.091827,0.0,15524,201,79
0,3.0,54.0,1097.0,1100.0,2218593.0,156.0,26.942482,0.0,15117,235,32
0,3.0,55.0,937.0,1148.0,1974372.0,138.0,23.09684,0.0,15475,203,62
0,3.0,66.0,1005.0,1029.0,2019598.0,142.0,22.806934,0.0,15722,277,7
0,3.0,56.0,1118.0,1004.0,1709045.0,184.0,23.94873,0.0,15331,185,105
0,3.0,67.0,1052.0,1099.0,1895980.0,160.0,23.096655,0.0,15479,246,34
0,3.0,72.0,913.0,1060.0,1778392.0,166.0,22.953228,0.0,15687,228,53
0,3.0,58.0,927.0,977.0,2043719.0,157.0,23.235971,0.0,15493,199,69
0,3.0,56.0,1150.0,1129.0,2097990.0,147.0,23.383665,0.0,15121,208,73
0,3.0,53.0,986.0,1002.0,2215578.0,180.0,24.092443,0.0,15283,204,69
0,3.0,61.0,1061.0,972.0,1965327.0,140.0,20.445765,0.18,14456,211,51
0,3.0,64.0,978.0,885.0,1718090.0,142.0,22.812464,0.0,15370,151,108
0,3.0,60.0,1017.0,933.0,1766332.0,159.0,23.23738,0.0,15496,209,71
0,3.0,72.0,1051.0,1044.0,2131156.0,152.0,22.946585,0.0,15428,164,121
0,3.0,66.0,1132.0,1072.0,2113065.0,151.0,23.237684,0.0,15775,146,130
0,3.0,65.0,912.0,990.0,1769347.0,148.0,23.095798,0.0,15547,288,19
0,3.0,71.0,1031.0,1081.0,2037688.0,183.0,23.237965,0.0,15426,204,76
0,3.0,65.0,865.0,1090.0,2058794.0,177.0,23.523495,0.0,15478,210,75
0,3.0,70.0,1041.0,1139.0,1748241.0,148.0,23.093054,0.0,15246,175,93
0,3.0,63.0,907.0,1105.0,1763317.0,149.0,23.237822,0.0,15701,263,24
0,3.0,65.0,1070.0,903.0,2082915.0,145.0,23.089926,0.0,15715,216,57
0,4.0,60.0,1112.0,1049.0,1905025.0,170.0,23.666391,0.0,15431,260,21
0,4.0,55.0,870.0,922.0,1796482.0,162.0,23.52365,0.0,15313,203,84
0,4.0,69.0,891.0,850.0,1968342.0,143.0,23.376831,0.0,15427,219,68
0,4.0,57.0,965.0,1079.0,1911055.0,173.0,24.232065,0.0,15445,235,41
0,4.0,58.0,971.0,1070.0,2049749.0,183.0,23.661736,0.0,15249,183,84
0,4.0,64.0,1108.0,954.0,1799497.0,179.0,23.520405,0.0,15206,237,40
0,4.0,57.0,1148.0,918.0,2004523.0,141.0,26.601984,0.0,14581,213,40
0,4.0,72.0,1111.0,1087.0,2040704.0,160.0,22.950235,0.0,15765,151,116
0,4.0,67.0,980.0,931.0,1793467.0,177.0,23.805931,0.0,15238,209,60
0,4.0,67.0,862.0,1014.0,1802513.0,153.0,23.094088,0.0,15423,188,93
0,4.0,59.0,885.0,959.0,2263819.0,148.0,23.668232,0.0,15135,243,29
0,4.0,66.0,1142.0,983.0,1850754.0,174.0,23.804802,0.0,15483,192,90
0,4.0,71.0,1082.0,937.0,2079899.0,156.0,22.809685,0.0,15461,238,35
0,4.0,57.0,1067.0,898.0,1730151.0,169.0,23.804825,0.0,15349,179,104
0,4.0,64.0,1114.0,999.0,2164322.0,139.0,22.808945,0.0,15274,234,40
0,4.0,68.0,1144.0,1032.0,1721106.0,176.0,23.378534,0.0,15184,207,58
0,4.0,59.0,1057.0,934.0,2010553.0,153.0,23.38065,0.0,15271,247,62
0,4.0,57.0,1008.0,1011.0,1908040.0,153.0,23.38461,0.0,15242,194,75
0,4.0,56.0,1091.0,864.0,2209548.0,161.0,23.381336,0.0,15520,184,90
0,4.0,66.0,925.0,1121.0,2128141.0,178.0,23.522959,0.0,15452,239,60
0,4.0,53.0,883.0,1093.0,1856784.0,177.0,23.947704,0.0,15207,214,99
0,4.0,72.0,987.0,960.0,2101005.0,168.0,23.236267,0.0,15569,275,18
0,4.0,66.0,1049.0,980.0,2260804.0,162.0,23.094479,0.0,15468,215,63
0,4.0,68.0,1055.0,870.0,1923116.0,170.0,23.38114,0.0,15261,246,37
0,4.0,71.0,1025.0,868.0,1823618.0,149.0,22.951216,0.0,15706,185,105
0,4.0,70.0,1133.0,1061.0,1874874.0,164.0,23.376759,0.0,15543,186,95
0,4.0,68.0,876.0,892.0,1826633.0,137.0,22.667126,0.0,15482,262,26
0,4.0,62.0,1123.0,1103.0,1859799.0,138.0,22.95132,0.0,15485,226,61
0,4.0,64.0,1037.0,936.0,1808543.0,158.0,22.605145,0.09,14473,270,1
0,4.0,72.0,916.0,987.0,2137186.0,174.0,23.230803,0.0,15692,188,95
0,4.0,58.0,940.0,858.0,1751256.0,163.0,23.371819,0.0,15460,191,82
0,4.0,72.0,931.0,1126.0,1929146.0,155.0,22.807917,0.0,15458,203,62
0,4.0,69.0,1106.0,963.0,2212563.0,176.0,23.236103,0.0,15441,222,63
0,4.0,62.0,936.0,948.0,2116080.0,167.0,23.660534,0.0,15314,209,89
0,4.0,62.0,859.0,1076.0,1805528.0,174.0,24.088444,0.0,15522,216,70
0,4.0,73.0,1023.0,969.0,1865829.0,146.0,22.94942,0.0,15701,172,112
0,4.0,70.0,1094.0,1026.0,2179397.0,149.0,22.954582,0.0,15650,157,117
0,4.0,55.0,921.0,1038.0,1772362.0,179.0,23.95338,0.0,15138,224,57
0,4.0,63.0,919.0,873.0,2028643.0,156.0,23.094154,0.0,15437,161,124
0,4.0,54.0,1046.0,1114.0,2224623.0,140.0,23.095985,0.0,15282,287,40
0,4.0,65.0,853.0,915.0,1853769.0,184.0,20.944578,0.16,14439,204,50
0,4.0,53.0,960.0,966.0,2293970.0,149.0,23.952497,0.0,15473,227,57
0,4.0,54.0,1011.0,1120.0,1754271.0,163.0,23.382006,0.0,15445,220,63
0,4.0,67.0,1100.0,1144.0,2158291.0,151.0,23.096308,0.0,15399,235,44
0,4.0,56.0,1126.0,927.0,1947236.0,161.0,23.38192,0.0,15201,186,97
0,4.0,62.0,1076.0,912.0,2119095.0,163.0,26.122183,0.0,14663,231,49
0,4.0,70.0,1016.0,984.0,1926131.0,165.0,22.953133,0.0,15426,225,57
0,4.0,71.0,993.0,1019.0,1938191.0,165.0,22.953688,0.0,15720,242,38
0,4.0,65.0,1004.0,949.0,2046734.0,137.0,22.811028,0.0,15747,256,24
0,4.0,59.0,1129.0,1094.0,1715075.0,143.0,23.666582,0.0,15317,224,79
0,4.0,67.0,871.0,906.0,2284925.0,177.0,26.936852,0.0,14235,228,61
0,4.0,61.0,996.0,1051.0,1953266.0,183.0,23.80567,0.0,15534,134,146
0,4.0,55.0,1007.0,981.0,2061809.0,155.0,23.806524,0.0,15200,245,62
0,4.0,56.0,984.0,1016.0,2073869.0,155.0,23.380651,0.0,15189,215,68
0,4.0,64.0,924.0,1088.0,1880905.0,157.0,23.093147,0.0,15217,222,62
0,4.0,70.0,874.0,1073.0,2052764.0,159.0,22.948235,0.0,15555,226,42
0,4.0,59.0,900.0,856.0,1841709.0,169.0,23.663801,0.0,15191,155,133
0,4.0,72.0,989.0,880.0,2245729.0,157.0,23.237984,0.0,15427,209,73
0,4.0,73.0,1040.0,1034.0,1706030.0,171.0,23.09099,0.0,15685,202,93
0,4.0,61.0,1147.0,1085.0,2146231.0,136.0,22.948858,0.0,15452,244,39
